part,op_index,op_name,gt_dia,kind,open_sides,fillet_radius,depth,area,w,l,det_idx,matched_by,max_inscribed,hull_ratio
featured_part_02989,9,MILL_RECTANGULAR_POCKET,20.0,center,0,10.7,37.9,1226.19,35.7,37.1,1,near,35.7,1.0001
featured_part_02989,10,MILL_SLOT,10.0,edge,1,5.3,29.9,26535.14,122.0,217.6,2,poly,122.0,1.0
featured_part_02989,11,MILL_RECTANGULAR_SLOT,40.0,slot,2,0.0,62.9,17671.55,40.3,438.5,3,poly,40.298,1.0
featured_part_02991,11,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,13.4,34.4,4788.35,57.6,83.8,2,poly,57.6,1.0
featured_part_02991,12,MILL_RECTANGULAR_POCKET,16.0,center,0,10.0,31.8,862.1,22.2,42.7,1,near,22.2,1.0001
featured_part_02991,13,MILL_RECTANGULAR_POCKET,16.0,center,0,10.0,31.8,862.1,22.2,42.7,1,near,22.2,1.0001
featured_part_02993,6,MILL_SLOT,20.0,edge,1,11.7,26.3,20956.18,107.2,205.4,0,poly,107.2,0.9543
featured_part_02994,2,MILL_RECTANGULAR_POCKET,20.0,center,0,11.8,37.9,16156.38,113.5,143.4,1,poly,113.5,1.0
featured_part_02994,3,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,37.6,12328.4,28.0,440.3,0,poly,27.999,1.0
featured_part_02996,3,MILL_OPEN_POCKET,28.0,center,0,7.4,31.1,9378.44,105.6,107.5,0,poly,105.6,0.8296
featured_part_02996,4,MILL_RECTANGULAR_POCKET,12.0,center,0,14.5,37.9,1474.16,41.3,49.421,2,near,31.008,0.7958
featured_part_02996,5,MILL_RECTANGULAR_POCKET,16.0,center,0,9.5,37.9,10092.17,95.4,106.6,1,poly,95.4,1.0
featured_part_02997,5,MILL_RECTANGULAR_POCKET,16.0,center,0,8.4,18.8,22440.23,114.8,196.0,2,poly,114.8,1.0
featured_part_02997,6,MILL_SLOT,16.0,edge,1,11.3,30.7,11433.87,67.9,169.2,1,poly,67.9,1.0
featured_part_02997,7,MILL_RECTANGULAR_SLOT,30.0,slot,2,0.0,27.7,14243.5,30.5,467.0,0,poly,30.498,1.0
featured_part_03023,10,MILL_SLOT,20.0,edge,1,10.2,37.9,12174.11,96.4,132.4,0,poly,96.4,0.9572
featured_part_03023,11,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,17.9,11271.72,23.7,475.6,1,poly,23.699,1.0
featured_part_03024,12,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,9.8,28.0,7635.68,82.1,93.6,1,poly,82.1,0.9963
featured_part_03024,13,MILL_RECTANGULAR_SLOT,16.0,slot,2,0.0,27.0,8325.93,29.2,288.1,0,poly,29.199,0.9897
featured_part_03026,6,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,13.1,36.8,5436.61,50.4,108.6,3,poly,50.4,1.0
featured_part_03026,7,MILL_RECTANGULAR_POCKET,16.0,center,0,10.2,37.9,694.91,22.6,34.7,2,near,22.6,1.0002
featured_part_03026,8,MILL_SLOT,16.0,edge,1,8.1,33.6,6050.45,66.8,101.4,1,poly,66.8,0.897
featured_part_03026,9,MILL_RECTANGULAR_SLOT,16.0,slot,2,0.0,31.5,8753.92,22.4,390.8,0,poly,22.399,1.0
featured_part_03027,3,MILL_RECTANGULAR_POCKET,20.0,center,0,12.5,29.8,9174.87,87.0,107.0,0,poly,87.0,1.0
featured_part_03028,10,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.4,25.9,7259.04,83.5,90.1,0,poly,83.5,0.9654
featured_part_03030,6,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,14.3,34.1,13145.54,113.8,115.9,0,poly,113.8,1.0
featured_part_03030,7,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,9.4,15.7,7789.65,75.3,103.7,3,poly,75.3,1.0
featured_part_03030,8,MILL_SLOT,16.0,edge,1,8.6,37.9,10262.15,94.7,108.7,1,poly,94.7,1.0
featured_part_03030,9,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,26.7,16088.4,36.9,436.0,2,poly,36.898,1.0
featured_part_03031,5,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,14.8,37.9,1883.47,40.9,47.2,0,poly,40.9,1.0
featured_part_03032,3,MILL_RECTANGULAR_POCKET,12.0,center,0,7.3,37.9,2435.86,44.0,56.4,1,near,44.0,1.0
featured_part_03032,4,MILL_RECTANGULAR_POCKET,6.0,center,0,3.5,25.9,7221.16,64.8,111.6,2,poly,64.8,1.0
featured_part_03032,5,MILL_SLOT,14.0,center,0,7.3,37.9,2435.86,44.0,56.4,1,near,44.0,1.0
featured_part_03033,11,MILL_RECTANGULAR_POCKET,12.0,center,0,7.2,37.9,1615.5,40.0,41.5,3,near,40.0,1.0
featured_part_03033,12,MILL_SLOT,16.0,edge,1,11.3,37.7,7578.82,78.5,97.9,0,poly,78.5,0.9933
featured_part_03033,13,MILL_SLOT,16.0,center,0,7.2,37.9,1615.5,40.0,41.5,3,near,40.0,1.0
featured_part_03033,14,MILL_RECTANGULAR_SLOT,40.0,slot,2,0.0,28.0,11465.38,42.9,270.4,2,poly,42.898,0.9884
featured_part_03034,3,MILL_OPEN_POCKET,16.0,edge,1,12.3,37.9,9440.81,63.7,152.3,0,poly,63.7,0.9797
featured_part_03034,4,MILL_SLOT,16.0,edge,1,12.3,37.9,9440.81,63.7,152.3,0,poly,63.7,0.9797
featured_part_03034,5,MILL_SLOT,8.0,edge,1,4.3,25.9,8894.42,91.4,97.4,3,poly,91.4,1.0
featured_part_03034,6,MILL_RECTANGULAR_SLOT,16.0,slot,2,0.0,37.9,12202.86,29.9,416.5,1,poly,29.9,0.9799
featured_part_03035,2,MILL_RECTANGULAR_POCKET,16.0,center,0,8.8,37.9,12159.5,76.7,159.4,1,poly,76.7,1.0
featured_part_03035,3,MILL_SLOT,16.0,edge,1,9.8,35.4,10927.71,75.7,144.9,0,poly,75.7,1.0
featured_part_03035,4,MILL_RECTANGULAR_SLOT,16.0,slot,2,0.0,37.9,10267.2,24.8,414.0,2,poly,24.799,1.0
featured_part_03036,3,MILL_RECTANGULAR_POCKET,10.0,center,0,5.8,29.9,9418.44,91.9,102.8,1,poly,91.9,1.0
featured_part_03036,4,MILL_RECTANGULAR_SLOT,16.0,slot,2,0.0,37.9,4236.79,16.7,253.7,0,poly,16.699,1.0
featured_part_03037,2,MILL_RECTANGULAR_POCKET,20.0,center,0,10.3,24.0,10132.31,56.8,185.8,0,poly,56.8,0.9685
featured_part_03039,3,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,8.5,37.9,11901.54,82.3,144.8,0,poly,82.3,1.0
featured_part_03041,12,MILL_SLOT,20.0,edge,1,11.9,37.9,6990.19,81.5,89.5,0,poly,81.5,0.9664
featured_part_03043,16,MILL_SLOT,20.0,edge,1,14.8,27.6,11019.8,77.1,145.6,0,poly,77.1,0.99
featured_part_03044,9,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.8,11.3,11969.62,80.8,148.2,1,poly,80.8,1.0
featured_part_03044,10,MILL_SLOT,16.0,edge,1,13.6,37.9,8513.81,69.3,124.0,0,poly,69.3,1.0
featured_part_03046,3,MILL_RECTANGULAR_POCKET,28.0,center,0,3.1,25.9,5119.27,58.4,87.8,1,near,58.4,1.0
featured_part_03046,4,MILL_RECTANGULAR_POCKET,6.0,center,0,3.1,25.9,5119.27,58.4,87.8,1,near,58.4,1.0
featured_part_03048,2,MILL_RECTANGULAR_POCKET,16.0,center,0,11.7,37.9,1416.4,29.0,59.4,1,near,29.0,0.8825
featured_part_03048,3,MILL_RECTANGULAR_POCKET,16.0,center,0,11.7,37.9,1416.4,29.0,59.4,1,near,29.0,0.8825
featured_part_03048,4,MILL_SLOT,6.0,edge,1,3.3,25.9,3356.56,53.1,63.3,2,poly,53.1,1.0
featured_part_03049,2,MILL_OPEN_POCKET,20.0,edge,1,11.8,37.9,6898.93,54.4,137.8,0,poly,54.4,0.9277
featured_part_03050,3,MILL_RECTANGULAR_POCKET,28.0,center,0,14.5,37.3,1890.12,43.5,47.6,1,near,43.5,1.0001
featured_part_03050,4,MILL_SLOT,10.0,center,0,14.5,37.3,1890.12,43.5,47.6,1,near,43.5,1.0001
featured_part_03053,7,MILL_CORNER_NOTCH_RECTANGULAR,10.0,edge,1,5.3,11.5,4379.39,56.8,96.4,0,poly,56.8,0.8007
featured_part_03053,8,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,12.6,33.4,6310.55,53.0,122.1,1,poly,53.0,0.9803
featured_part_03053,10,MILL_RECTANGULAR_POCKET,20.0,center,0,13.3,23.1,1090.11,29.5,42.1,3,near,29.5,1.0002
featured_part_03053,11,MILL_SLOT,16.0,center,0,9.2,12.3,10420.2,60.9,171.7,2,poly,60.9,1.0
featured_part_03054,2,MILL_CORNER_NOTCH_RECTANGULAR,10.0,corner,2,5.7,29.9,2750.23,45.2,61.0,0,poly,45.2,1.0
featured_part_03054,3,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,7.7,37.9,6156.74,63.8,96.7,1,poly,63.8,1.0
featured_part_03054,4,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,7.5,35.0,4352.93,58.2,75.0,2,poly,58.2,1.0
featured_part_03054,5,MILL_RECTANGULAR_POCKET,20.0,center,0,6.4,31.0,1198.59,32.9,37.5,4,near,32.9,1.0
featured_part_03054,6,MILL_RECTANGULAR_POCKET,12.0,center,0,6.4,31.0,1198.59,32.9,37.5,4,near,32.9,1.0
featured_part_03055,10,MILL_CORNER_NOTCH_RECTANGULAR,15.0,edge,1,9.3,15.7,7405.09,58.5,126.9,0,poly,58.5,1.0
featured_part_03055,11,MILL_RECTANGULAR_POCKET,16.0,center,0,8.5,33.7,12703.66,96.3,137.5,1,poly,96.3,0.9639
featured_part_03107,4,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,27.9,16325.61,35.7,457.3,0,poly,35.698,1.0
featured_part_03108,5,MILL_SLOT,6.0,edge,1,3.2,25.9,14065.82,98.6,142.7,0,poly,98.6,1.0
featured_part_03110,6,MILL_RECTANGULAR_POCKET,25.0,center,0,14.4,37.9,4737.79,66.7,73.7,0,poly,66.7,1.0001
featured_part_03111,13,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,13.9,33.3,4969.48,48.8,110.5,1,poly,48.8,0.9287
featured_part_03111,14,MILL_SLOT,10.0,edge,1,5.6,29.9,6225.05,56.6,121.1,0,poly,56.6,0.91
featured_part_03112,2,MILL_SLOT,12.0,edge,1,7.3,37.9,10517.39,78.6,134.1,0,poly,78.6,1.0
featured_part_03113,9,MILL_RECTANGULAR_POCKET,22.0,center,0,11.8,24.8,1882.0,39.4,50.8,1,near,39.4,1.0001
featured_part_03113,10,MILL_RECTANGULAR_POCKET,22.0,center,0,11.8,24.8,1882.0,39.4,50.8,1,near,39.4,1.0001
featured_part_03113,11,MILL_SLOT,10.0,edge,1,6.7,20.8,6365.92,58.1,109.9,2,poly,58.1,1.0
featured_part_03114,6,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,9.4,31.4,2437.41,44.1,55.7,1,poly,44.1,1.0
featured_part_03114,7,MILL_SLOT,12.0,edge,1,7.1,37.9,3090.56,46.8,66.5,0,poly,46.8,1.0
featured_part_03115,3,MILL_CORNER_NOTCH_RECTANGULAR,6.0,corner,2,3.6,25.9,5326.18,58.1,104.7,1,poly,58.1,0.876
featured_part_03115,4,MILL_RECTANGULAR_POCKET,10.0,center,0,5.7,29.9,754.11,23.0,34.0,2,near,23.0,1.0001
featured_part_03115,5,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,25.4,8886.24,24.2,367.2,0,poly,24.199,1.0
featured_part_03075,2,MILL_CORNER_NOTCH_RECTANGULAR,6.0,center,0,12.4,37.9,1521.61,39.0,42.4,3,near,39.0,1.0001
featured_part_03075,3,MILL_RECTANGULAR_POCKET,6.0,center,0,8.4,37.9,3484.03,47.9,74.0,4,near,47.9,1.0
featured_part_03075,4,MILL_RECTANGULAR_POCKET,20.0,center,0,12.4,37.9,1521.61,39.0,42.4,3,near,39.0,1.0001
featured_part_03075,5,MILL_RECTANGULAR_POCKET,16.0,center,0,8.4,37.9,3484.03,47.9,74.0,4,near,47.9,1.0
featured_part_03075,6,MILL_SLOT,16.0,edge,1,13.3,37.9,10818.27,104.5,106.5,2,poly,104.5,0.9787
featured_part_03077,4,MILL_SLOT,14.0,edge,1,7.1,14.0,10320.99,73.3,141.1,0,poly,73.3,1.0
featured_part_03078,8,MILL_RECTANGULAR_POCKET,16.0,center,0,8.4,37.9,8391.67,82.9,116.0,0,poly,82.9,0.8782
featured_part_03081,5,MILL_CORNER_NOTCH_RECTANGULAR,10.0,corner,2,5.1,29.9,8262.36,75.3,109.8,0,poly,75.3,1.0
featured_part_03081,6,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.9,25.9,5670.79,62.1,91.4,1,poly,62.1,1.0
featured_part_03082,16,MILL_CORNER_NOTCH_RECTANGULAR,6.0,corner,2,4.0,25.9,11272.12,91.3,123.5,1,poly,91.3,1.0
featured_part_03082,17,MILL_RECTANGULAR_POCKET,8.0,center,0,9.6,37.9,4499.45,58.4,78.4,2,near,58.4,1.0
featured_part_03082,18,MILL_RECTANGULAR_POCKET,18.0,center,0,9.6,37.9,4499.45,58.4,78.4,2,near,58.4,1.0
featured_part_03082,19,MILL_SLOT,8.0,edge,1,4.3,25.9,11996.75,77.3,155.3,3,poly,77.3,1.0
featured_part_03084,6,MILL_CORNER_NOTCH_RECTANGULAR,25.4,corner,2,13.4,9.5,13486.04,98.7,140.3,0,poly,98.7,0.9766
featured_part_03086,5,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,14.1,34.1,2412.68,41.9,58.6,1,poly,41.9,1.0
featured_part_03086,6,MILL_RECTANGULAR_POCKET,10.0,center,0,5.8,22.8,3213.1,49.8,65.1,0,poly,49.8,1.0
featured_part_03087,1,MILL_RECTANGULAR_POCKET,16.0,center,0,8.9,37.9,13551.63,110.3,124.7,1,poly,110.3,0.9902
featured_part_03087,2,MILL_SLOT,16.0,edge,1,13.5,37.9,24854.66,142.8,174.6,0,poly,142.8,1.0
featured_part_03087,3,MILL_RECTANGULAR_SLOT,28.0,slot,2,0.0,19.0,14326.62,29.4,487.3,2,poly,29.399,1.0
featured_part_03066,2,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,8.4,37.9,7603.96,54.5,139.8,0,poly,54.5,1.0
featured_part_03066,3,MILL_RECTANGULAR_POCKET,16.0,center,0,9.3,37.9,17976.88,109.6,164.7,1,poly,109.6,1.0
featured_part_03067,2,MILL_RECTANGULAR_POCKET,20.0,center,0,7.5,37.9,634.81,25.3,27.0,2,near,25.3,1.0001
featured_part_03067,3,MILL_RECTANGULAR_POCKET,12.0,center,0,7.5,37.9,634.81,25.3,27.0,2,near,25.3,1.0001
featured_part_03067,4,MILL_RECTANGULAR_SLOT,28.0,slot,2,0.0,15.2,5817.4,29.0,200.6,1,poly,28.999,1.0
featured_part_03068,4,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,7.9,32.1,10590.75,77.8,136.3,1,poly,77.8,1.0
featured_part_03068,5,MILL_RECTANGULAR_POCKET,24.0,center,0,12.1,10.0,12471.84,90.6,140.4,0,poly,90.6,0.9903
featured_part_03069,2,MILL_RECTANGULAR_POCKET,20.0,center,0,3.3,25.9,2087.88,40.1,52.3,1,near,40.1,1.0
featured_part_03069,3,MILL_RECTANGULAR_POCKET,6.0,center,0,3.3,25.9,2087.88,40.1,52.3,1,near,40.1,1.0
featured_part_03070,4,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,13.4,37.9,8440.49,88.6,95.7,0,poly,88.6,1.0
featured_part_03070,5,MILL_RECTANGULAR_POCKET,20.0,center,0,14.5,37.9,7024.27,80.5,89.5,1,poly,80.5,1.0
featured_part_03071,13,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,11.1,37.9,9598.86,95.3,101.0,1,poly,95.3,1.0
featured_part_03071,14,MILL_RECTANGULAR_POCKET,8.0,center,0,4.9,25.9,11489.21,106.7,111.7,0,poly,106.7,0.9657
featured_part_03072,2,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,7.9,31.3,8025.11,69.0,116.5,0,poly,69.0,1.0
featured_part_03072,3,MILL_RECTANGULAR_POCKET,22.0,center,0,11.1,16.4,12968.01,101.9,128.3,1,poly,101.9,1.0
featured_part_03074,3,MILL_CORNER_NOTCH_RECTANGULAR,6.0,corner,2,3.5,25.9,6799.88,73.7,92.3,3,poly,73.7,1.0
featured_part_03074,4,MILL_OPEN_POCKET,12.0,center,0,6.7,13.0,16832.06,134.7,144.6,0,poly,129.502,0.8659
featured_part_03074,5,MILL_RECTANGULAR_POCKET,20.0,center,0,11.2,27.7,2143.04,43.2,52.1,2,near,43.2,1.0001
featured_part_03074,6,MILL_SLOT,20.0,edge,1,14.9,37.9,9996.71,60.0,168.2,1,poly,60.0,1.0
featured_part_03088,7,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,11.7,37.9,12504.8,93.7,143.0,0,poly,93.7,0.9353
featured_part_03088,8,MILL_CORNER_NOTCH_RECTANGULAR,20.0,center,0,12.0,37.9,2216.39,32.5,72.0,2,near,32.5,1.0001
featured_part_03088,9,MILL_CORNER_NOTCH_RECTANGULAR,7.9,corner,2,4.0,12.0,7227.78,62.1,116.9,3,poly,62.1,0.9961
featured_part_03088,10,MILL_RECTANGULAR_POCKET,20.0,center,0,12.0,37.9,2216.39,32.5,72.0,2,near,32.5,1.0001
featured_part_03089,1,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,10.5,37.9,1935.86,33.1,59.2,2,poly,33.1,1.0
featured_part_03089,2,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,13.7,27.5,3101.32,52.8,59.5,1,poly,52.8,1.0
featured_part_03089,3,MILL_RECTANGULAR_POCKET,28.0,center,0,14.3,22.8,1795.46,43.8,45.0,0,poly,43.8,1.0001
featured_part_03089,4,MILL_SLOT,12.0,edge,1,7.6,12.9,3436.45,51.2,77.7,3,poly,51.2,0.8692
featured_part_03090,6,MILL_SLOT,20.0,edge,1,12.7,32.0,12216.78,67.1,183.1,0,poly,67.1,1.0
featured_part_03090,7,MILL_RECTANGULAR_SLOT,40.0,slot,2,0.0,62.9,10154.9,44.5,228.2,1,poly,44.498,1.0
featured_part_03092,3,MILL_RECTANGULAR_POCKET,25.0,center,0,14.4,37.9,11950.48,88.4,137.2,0,poly,88.4,1.0
featured_part_03093,4,MILL_CORNER_NOTCH_RECTANGULAR,10.0,edge,1,5.6,9.1,6011.33,88.6,95.3,0,poly,88.6,0.7125
featured_part_03093,5,MILL_RECTANGULAR_POCKET,10.0,center,0,6.0,29.9,2425.52,46.7,52.6,1,near,46.7,1.0
featured_part_03093,6,MILL_RECTANGULAR_POCKET,16.0,center,0,9.0,37.9,1602.47,35.2,47.5,3,near,35.2,1.0001
featured_part_03093,7,MILL_SLOT,10.0,edge,1,6.2,19.2,10600.93,80.5,151.8,2,poly,80.5,0.8687
featured_part_03094,3,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,10.6,37.9,9443.65,76.6,123.6,0,poly,76.6,1.0
featured_part_03094,4,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.6,25.9,13632.17,83.1,164.1,1,poly,83.1,1.0
featured_part_03094,5,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,32.0,10264.88,22.0,474.3,2,poly,21.999,0.9837
featured_part_03095,16,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,12.8,35.0,3213.27,41.7,77.9,1,poly,41.7,1.0
featured_part_03095,17,MILL_SLOT,20.0,edge,1,12.1,20.9,7024.49,64.5,117.5,0,poly,64.5,0.9346
featured_part_03096,2,MILL_RECTANGULAR_POCKET,18.0,center,0,9.5,17.7,16909.99,99.4,170.9,0,poly,99.4,1.0
featured_part_03057,5,MILL_CORNER_NOTCH_RECTANGULAR,24.0,corner,2,14.3,18.1,1737.62,35.0,50.9,0,poly,35.0,1.0
featured_part_03057,6,MILL_RECTANGULAR_POCKET,15.9,center,0,10.0,37.9,662.67,25.9,28.9,3,near,25.9,1.0002
featured_part_03057,7,MILL_SLOT,24.0,center,0,10.0,37.9,662.67,25.9,28.9,3,near,25.9,1.0002
featured_part_03057,8,MILL_SLOT,15.9,edge,1,8.0,22.6,3265.11,38.6,85.3,2,poly,38.6,1.0
featured_part_03058,3,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,6.9,22.7,3419.99,51.7,74.3,0,poly,51.7,0.8927
featured_part_03058,4,MILL_CORNER_NOTCH_RECTANGULAR,6.0,center,0,6.5,32.2,772.13,17.2,47.0,3,near,17.2,1.0001
featured_part_03058,5,MILL_RECTANGULAR_POCKET,12.0,center,0,6.8,35.9,411.11,16.1,28.0,1,near,16.1,1.0001
featured_part_03058,6,MILL_RECTANGULAR_POCKET,12.0,center,0,6.5,32.2,772.13,17.2,47.0,3,near,17.2,1.0001
featured_part_03059,10,MILL_RECTANGULAR_SLOT,40.0,slot,2,0.0,36.2,14717.31,44.1,333.8,0,poly,44.1,0.9998
featured_part_03060,7,MILL_RECTANGULAR_POCKET,20.0,center,0,11.3,37.9,1333.57,35.9,40.2,1,near,35.9,1.0001
featured_part_03060,8,MILL_RECTANGULAR_POCKET,20.0,center,0,11.3,37.9,1333.57,35.9,40.2,1,near,35.9,1.0001
featured_part_03060,9,MILL_SLOT,20.0,edge,1,10.9,37.9,5822.29,55.2,106.4,2,poly,55.2,1.0
featured_part_03060,10,MILL_SLOT,12.0,edge,1,6.7,33.8,8559.23,90.3,95.0,3,poly,90.3,1.0
featured_part_03061,12,MILL_CORNER_NOTCH_RECTANGULAR,14.0,corner,2,7.1,27.8,7819.36,85.3,112.6,2,poly,85.3,0.815
featured_part_03061,13,MILL_RECTANGULAR_POCKET,14.0,center,0,7.6,37.9,1445.46,25.6,58.4,3,near,25.6,1.0001
featured_part_03061,14,MILL_RECTANGULAR_POCKET,10.0,center,0,5.5,29.9,1916.84,39.1,52.3,1,near,39.1,0.9757
featured_part_03061,15,MILL_SLOT,6.0,center,0,5.5,29.9,1916.84,39.1,52.3,1,near,39.1,0.9757
featured_part_03062,11,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,13.5,11.4,3373.27,39.5,104.3,0,poly,39.5,0.8266
featured_part_03062,12,MILL_RECTANGULAR_POCKET,8.0,center,0,4.9,25.9,684.57,14.6,48.3,2,near,14.6,1.0
featured_part_03062,13,MILL_RECTANGULAR_SLOT,20.0,edge,1,0.0,37.9,8072.78,25.9,329.0,1,near,25.9,0.9777
featured_part_03063,2,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,8.1,37.9,5005.44,49.6,101.2,0,poly,49.6,1.0
featured_part_03063,3,MILL_SLOT,24.0,edge,1,12.1,13.4,6332.56,49.5,129.2,1,poly,49.5,1.0
featured_part_03065,3,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,11.2,28.4,7154.86,84.1,105.7,1,poly,84.1,0.8073
featured_part_03065,4,MILL_RECTANGULAR_POCKET,20.0,center,0,13.1,37.9,1707.59,40.5,45.8,2,near,40.5,1.0001
featured_part_03065,5,MILL_SLOT,20.0,edge,1,12.3,22.5,13486.1,83.7,161.9,3,poly,83.7,1.0
featured_part_03065,6,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,35.1,8167.49,24.1,338.9,0,poly,24.099,1.0
featured_part_03131,3,MILL_CORNER_NOTCH_RECTANGULAR,25.4,corner,2,12.9,12.1,3330.99,51.4,65.5,2,poly,51.4,1.0
featured_part_03131,4,MILL_RECTANGULAR_POCKET,16.0,center,0,8.9,5.7,6058.87,68.7,107.7,0,poly,65.9,0.8265
featured_part_03131,5,MILL_RECTANGULAR_POCKET,16.0,center,0,9.7,21.0,1076.28,31.7,36.5,1,near,31.7,1.0001
featured_part_03132,4,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,6.7,25.0,5423.4,47.7,113.9,0,poly,47.7,1.0
featured_part_03132,5,MILL_RECTANGULAR_SLOT,12.0,slot,2,0.0,34.0,5521.31,14.4,385.8,1,poly,14.399,0.9938
featured_part_03133,3,MILL_RECTANGULAR_POCKET,25.0,center,0,14.8,37.9,17746.85,113.8,157.6,0,poly,113.8,1.0
featured_part_03134,9,MILL_RECTANGULAR_POCKET,12.0,center,0,7.4,37.9,723.79,16.4,47.0,1,near,16.4,1.0001
featured_part_03134,10,MILL_RECTANGULAR_POCKET,12.0,center,0,7.4,37.9,723.79,16.4,47.0,1,near,16.4,1.0001
featured_part_03135,4,MILL_SLOT,8.0,edge,1,4.4,25.9,14273.76,114.9,124.3,0,poly,114.9,1.0
featured_part_03137,6,MILL_RECTANGULAR_POCKET,8.0,center,0,4.8,25.9,12307.24,86.8,147.9,2,poly,86.8,0.9602
featured_part_03137,7,MILL_SLOT,12.0,edge,1,7.2,37.9,5917.75,60.0,99.0,1,poly,60.0,1.0
featured_part_03137,8,MILL_SLOT,20.0,edge,1,10.7,37.9,4435.56,49.5,90.6,3,poly,49.5,1.0
featured_part_03137,9,MILL_RECTANGULAR_SLOT,30.0,slot,2,0.0,44.6,8449.84,31.6,267.4,0,poly,31.598,1.0
featured_part_03138,5,MILL_RECTANGULAR_POCKET,20.0,center,0,11.6,32.0,7146.89,68.0,106.8,0,poly,68.0,1.0
featured_part_03139,4,MILL_SLOT,16.0,edge,1,8.6,23.1,8451.22,85.6,99.1,0,poly,85.6,1.0
featured_part_03139,5,MILL_SLOT,16.0,edge,1,8.9,16.4,8724.4,64.4,136.0,1,poly,64.4,1.0
featured_part_03116,1,MILL_RECTANGULAR_POCKET,16.0,center,0,10.4,37.9,10342.63,81.4,128.2,2,poly,81.4,1.0
featured_part_03116,2,MILL_SLOT,16.0,edge,1,9.4,37.9,5123.76,60.3,85.6,1,poly,60.3,1.0
featured_part_03116,3,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,29.9,7872.0,32.8,240.0,0,poly,32.798,1.0
featured_part_03118,11,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,13.1,22.3,4090.93,39.2,105.3,1,poly,39.2,1.0
featured_part_03118,12,MILL_RECTANGULAR_POCKET,10.0,center,0,5.5,29.4,7992.76,68.2,144.0,0,poly,68.2,0.816
featured_part_03118,13,MILL_RECTANGULAR_POCKET,20.0,center,0,13.0,37.9,1497.27,28.9,64.5,4,near,26.676,0.8711
featured_part_03118,14,MILL_SLOT,20.0,edge,1,13.0,25.5,5392.55,59.3,97.3,2,poly,59.3,0.9465
featured_part_03118,15,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,37.9,9010.92,22.2,411.7,3,poly,22.2,0.9859
featured_part_03119,1,MILL_SLOT,8.0,edge,1,4.9,25.9,14510.44,66.8,223.3,0,poly,66.8,0.9735
featured_part_03121,3,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,11.8,36.6,14858.72,98.6,151.0,0,poly,98.6,1.0
featured_part_03121,4,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,7.0,15550.92,39.6,392.7,1,poly,39.598,1.0
featured_part_03122,7,MILL_RECTANGULAR_POCKET,25.0,center,0,14.3,31.4,5494.98,52.7,107.6,0,poly,52.7,1.0
featured_part_03124,11,MILL_RECTANGULAR_POCKET,12.0,center,0,6.1,26.1,3054.43,48.3,63.9,2,near,48.3,1.0
