part,seq,op,cycle,x,y,z,r,q,f,z1,npecks,zclear,top_z,hole_d,hole_depth,hole_through,hole_bottom,hole_mouth,chain,chain_pos
featured_part_01208,7,SPOT_DRILL_1,G81,216.3,121.9,75.6,81.6,,250.0,,,88.6,78.60000010000026,20.5,78.60000020000025,1,-1e-07,78.60000009999999,SPOT_DRILL_1>DRILL_THROUGH_HOLE_INTO_CENTER_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,0
featured_part_01208,8,DRILL_THROUGH_HOLE_INTO_CENTER,G73,73.5,121.9,-3.211,80.6,9.09,250.0,,,88.6,78.60000010000026,20.5,78.60000020000025,1,-1e-07,78.60000009999999,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_01208,9,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,73.5,121.9,-7.659,80.6,17.252,250.0,,,88.6,78.60000010000026,20.5,78.60000020000025,1,-1e-07,78.60000009999999,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_01208,10,DRILL_THROUGH_HOLE_INTO_CENTER_1,G73,216.3,121.9,-3.211,80.6,9.09,250.0,,,88.6,78.60000010000026,20.5,78.60000020000025,1,-1e-07,78.60000009999999,SPOT_DRILL_1>DRILL_THROUGH_HOLE_INTO_CENTER_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,1
featured_part_01208,11,DRILL_TO_ENLARGE_THROUGH_HOLE_1,G73,216.3,121.9,-7.659,80.6,17.252,250.0,,,88.6,78.60000010000026,20.5,78.60000020000025,1,-1e-07,78.60000009999999,SPOT_DRILL_1>DRILL_THROUGH_HOLE_INTO_CENTER_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,2
featured_part_01215,5,SPOT_DRILL,G81,169.4,155.7,107.5,113.5,,250.0,,,120.5,110.5000001,26.5,110.50000019999999,1,-1e-07,110.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,0
featured_part_01215,6,DRILL_BLIND_HOLE_INTO_CENTER,G81,169.4,155.7,93.55,112.5,,250.0,,,120.5,110.5000001,26.5,110.50000019999999,1,-1e-07,110.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,1
featured_part_01215,7,GUN_DRILL_THROUGH_HOLE,GUN,169.4,155.7,87.487,,,125.0,87.487,3,120.5,110.5000001,26.5,110.50000019999999,1,-1e-07,110.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,2
featured_part_01215,8,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,169.4,155.7,-4.048,112.5,12.728,250.0,,,120.5,110.5000001,26.5,110.50000019999999,1,-1e-07,110.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,3
featured_part_01215,9,DRILL_TO_ENLARGE_THROUGH_HOLE_1,G73,169.4,155.7,-9.461,112.5,23.992,250.0,,,120.5,110.5000001,26.5,110.50000019999999,1,-1e-07,110.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,4
featured_part_01225,1,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,48.6,114.6,40.2,58.2,,250.0,,,66.2,56.20000010000005,17.7,16.000000200000045,0,40.1999999,56.200000100000004,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_01225,2,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_1,G81,178.6,195.7,19.9,58.2,,250.0,,,66.2,56.20000010000005,17.7,36.30000020000005,0,19.899999899999997,56.200000100000004,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_1,0
featured_part_01241,1,SPOT_DRILL,G81,66.9,12.7,37.928,41.5,,250.0,,,75.1,65.10000010000009,13.3,65.10000020000008,1,-1e-07,38.5000001,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_01241,2,SPOT_DRILL_1,G81,155.4,177.7,64.674,68.1,,250.0,,,75.1,65.10000010000009,9.9,29.400000200000086,0,35.6999999,65.10000009999999,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER,0
featured_part_01241,3,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,G81,226.2,234.2,-1.779,67.1,,250.0,,,75.1,65.10000010000009,16.2,65.10000020000008,1,-1e-07,65.10000009999999,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,0
featured_part_01241,4,DRILL_THROUGH_HOLE_INTO_CENTER,G73,66.9,12.7,-3.065,40.5,8.313,250.0,,,75.1,65.10000010000009,13.3,65.10000020000008,1,-1e-07,38.5000001,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_01241,5,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,66.9,12.7,-5.496,40.5,10.999,250.0,,,75.1,65.10000010000009,13.3,65.10000020000008,1,-1e-07,38.5000001,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_01241,6,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID_1,G81,243.8,134.8,-1.771,67.1,,250.0,,,75.1,65.10000010000009,15.5,65.10000020000008,1,-1e-07,65.10000009999999,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID_1,0
featured_part_01241,7,DRILL_BLIND_HOLE_INTO_CENTER,G81,155.4,177.7,35.7,67.1,,250.0,,,75.1,65.10000010000009,9.9,29.400000200000086,0,35.6999999,65.10000009999999,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER,1
featured_part_01241,8,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,195.4,110.6,49.7,59.8,,250.0,,,75.1,65.10000010000009,28.5,15.400000200000086,0,49.6999999,57.8000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_01241,9,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_1,G81,196.0,111.8,46.3,51.7,,250.0,,,75.1,65.10000010000009,20.5,18.800000200000092,0,46.299999899999996,49.700000100000004,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_1,0
featured_part_01257,1,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,23.9,248.9,94.2,124.5,,250.0,,,132.5,122.50000010000001,24.5,28.3000002,0,94.19999990000001,122.5000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_01257,4,SPOT_DRILL,G81,123.3,190.6,119.5,125.5,,250.0,,,132.5,122.50000010000001,19.4,122.5000002,1,-1e-07,122.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_01257,5,DRILL_BLIND_HOLE_INTO_CENTER,G81,123.3,190.6,114.85,124.5,,250.0,,,132.5,122.50000010000001,19.4,122.5000002,1,-1e-07,122.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_01257,6,GUN_DRILL_THROUGH_HOLE,GUN,123.3,190.6,112.094,,,125.0,112.094,3,132.5,122.50000010000001,19.4,122.5000002,1,-1e-07,122.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_01257,7,SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE,G73,123.3,190.6,-4.283,124.5,11.526,250.0,,,132.5,122.50000010000001,19.4,122.5000002,1,-1e-07,122.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,3
featured_part_01257,8,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,123.3,190.6,-7.328,124.5,18.547,250.0,,,132.5,122.50000010000001,19.4,122.5000002,1,-1e-07,122.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,4
featured_part_00794,1,SPOT_DRILL,G81,29.4,19.1,100.5,106.5,,250.0,,,113.5,103.5000001,19.5,103.50000019999999,1,-1e-07,103.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_00794,2,SPOT_DRILL_1,G81,119.1,86.7,103.108,106.5,,250.0,,,113.5,103.5000001,9.1,29.70000019999999,0,73.7999999,103.5000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1,0
featured_part_00794,3,DRILL_BLIND_HOLE_INTO_CENTER,G81,29.4,19.1,91.65,105.5,,250.0,,,113.5,103.5000001,19.5,103.50000019999999,1,-1e-07,103.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_00794,4,GUN_DRILL_THROUGH_HOLE,GUN,29.4,19.1,88.621,,,125.0,88.621,3,113.5,103.5000001,19.5,103.50000019999999,1,-1e-07,103.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_00794,5,SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE,G73,29.4,19.1,-5.841,105.5,18.223,250.0,,,113.5,103.5000001,19.5,103.50000019999999,1,-1e-07,103.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE,3
featured_part_00794,6,DRILL_BLIND_HOLE_INTO_CENTER_1,G81,119.1,86.7,73.8,105.5,,250.0,,,113.5,103.5000001,9.1,29.70000019999999,0,73.7999999,103.5000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1,1
featured_part_00801,1,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,292.0,94.3,75.0,126.3,,250.0,,,134.3,124.30000009999999,30.0,49.300000199999985,0,74.9999999,124.30000009999999,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00801,2,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_1,G81,270.8,210.1,44.4,126.3,,250.0,,,134.3,124.30000009999999,30.0,79.9000002,0,44.399999900000005,124.30000009999999,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_1,0
featured_part_00801,3,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_2,G81,155.0,188.9,90.4,126.3,,250.0,,,134.3,124.30000009999999,30.0,33.90000019999998,0,90.39999990000001,124.30000009999999,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_2,0
featured_part_00801,14,BORE_BLIND_HOLE,G85,176.2,73.1,93.2,126.3,,250.0,,,134.3,124.30000009999999,30.0,31.100000199999982,0,93.19999990000001,124.30000009999999,BORE_BLIND_HOLE,0
featured_part_00809,1,SPOT_DRILL,G81,144.9,42.7,75.676,78.9,,250.0,,,85.9,75.9000001,5.2,33.4000002,0,42.4999999,75.9000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER,0
featured_part_00809,2,DRILL_BLIND_HOLE_INTO_CENTER,G81,144.9,42.7,42.5,77.9,,250.0,,,85.9,75.9000001,5.2,33.4000002,0,42.4999999,75.9000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER,1
featured_part_00816,1,SPOT_DRILL,G81,132.1,64.9,101.277,105.0,,250.0,,,149.9,139.90000010000023,16.8,38.90000020000022,0,100.9999999,102.0000001,SPOT_DRILL,0
featured_part_00816,2,SPOT_DRILL_1,G81,289.1,160.9,139.177,142.9,,250.0,,,149.9,139.90000010000023,16.8,29.20000020000022,0,110.69999990000001,139.9000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1,0
featured_part_00816,4,DRILL_BLIND_HOLE_INTO_CENTER_1,G81,289.1,160.9,110.7,141.9,,250.0,,,149.9,139.90000010000023,16.8,29.20000020000022,0,110.69999990000001,139.9000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1,1
featured_part_00823,1,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,76.1,168.1,65.0,106.9,,250.0,,,114.9,104.9000001,42.0,39.900000199999994,0,64.9999999,104.9000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00831,1,SPOT_DRILL,G81,246.1,240.7,99.228,102.8,,250.0,,,109.8,99.80000009999999,13.3,99.80000019999999,1,-1e-07,99.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_00831,2,DRILL_BLIND_HOLE_INTO_CENTER,G81,246.1,240.7,86.75,101.8,,250.0,,,109.8,99.80000009999999,13.3,99.80000019999999,1,-1e-07,99.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_00831,3,GUN_DRILL_THROUGH_HOLE,GUN,246.1,240.7,82.175,,,125.0,82.175,3,109.8,99.80000009999999,13.3,99.80000019999999,1,-1e-07,99.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_00831,4,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,246.1,240.7,-5.496,101.8,13.162,250.0,,,109.8,99.80000009999999,13.3,99.80000019999999,1,-1e-07,99.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,3
featured_part_00839,10,SPOT_DRILL,G81,23.9,136.8,106.8,112.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,0
featured_part_00839,11,SPOT_DRILL_1,G81,23.9,229.6,106.8,112.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_3,0
featured_part_00839,12,SPOT_DRILL_2,G81,23.9,322.5,106.8,112.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER_2>GUN_DRILL_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_5,0
featured_part_00839,13,SPOT_DRILL_3,G81,23.9,415.4,106.8,112.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_3>GUN_DRILL_THROUGH_HOLE_3>DRILL_TO_ENLARGE_THROUGH_HOLE_6>DRILL_TO_ENLARGE_THROUGH_HOLE_7,0
featured_part_00839,14,SPOT_DRILL_4,G81,23.9,43.9,106.8,112.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_4>DRILL_BLIND_HOLE_INTO_CENTER_4>GUN_DRILL_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_8>DRILL_TO_ENLARGE_THROUGH_HOLE_9,0
featured_part_00839,15,DRILL_BLIND_HOLE_INTO_CENTER,G81,23.9,136.8,93.6,111.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,1
featured_part_00839,16,GUN_DRILL_THROUGH_HOLE,GUN,23.9,136.8,88.088,,,125.0,88.088,3,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,2
featured_part_00839,17,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,23.9,136.8,-4.048,111.8,12.65,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,3
featured_part_00839,18,DRILL_TO_ENLARGE_THROUGH_HOLE_1,G73,23.9,136.8,-9.161,111.8,23.792,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE_1,4
featured_part_00839,19,DRILL_BLIND_HOLE_INTO_CENTER_1,G81,23.9,229.6,93.6,111.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_3,1
featured_part_00839,20,GUN_DRILL_THROUGH_HOLE_1,GUN,23.9,229.6,88.088,,,125.0,88.088,3,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_3,2
featured_part_00839,21,DRILL_TO_ENLARGE_THROUGH_HOLE_2,G73,23.9,229.6,-4.048,111.8,12.65,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_3,3
featured_part_00839,22,DRILL_TO_ENLARGE_THROUGH_HOLE_3,G73,23.9,229.6,-9.161,111.8,23.792,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_3,4
featured_part_00839,23,DRILL_BLIND_HOLE_INTO_CENTER_2,G81,23.9,322.5,93.6,111.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER_2>GUN_DRILL_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_5,1
featured_part_00839,24,GUN_DRILL_THROUGH_HOLE_2,GUN,23.9,322.5,88.088,,,125.0,88.088,3,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER_2>GUN_DRILL_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_5,2
featured_part_00839,25,DRILL_TO_ENLARGE_THROUGH_HOLE_4,G73,23.9,322.5,-4.048,111.8,12.65,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER_2>GUN_DRILL_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_5,3
featured_part_00839,26,DRILL_TO_ENLARGE_THROUGH_HOLE_5,G73,23.9,322.5,-9.161,111.8,23.792,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER_2>GUN_DRILL_THROUGH_HOLE_2>DRILL_TO_ENLARGE_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_5,4
featured_part_00839,27,DRILL_BLIND_HOLE_INTO_CENTER_3,G81,23.9,415.4,93.6,111.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_3>GUN_DRILL_THROUGH_HOLE_3>DRILL_TO_ENLARGE_THROUGH_HOLE_6>DRILL_TO_ENLARGE_THROUGH_HOLE_7,1
featured_part_00839,28,GUN_DRILL_THROUGH_HOLE_3,GUN,23.9,415.4,88.088,,,125.0,88.088,3,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_3>GUN_DRILL_THROUGH_HOLE_3>DRILL_TO_ENLARGE_THROUGH_HOLE_6>DRILL_TO_ENLARGE_THROUGH_HOLE_7,2
featured_part_00839,29,DRILL_TO_ENLARGE_THROUGH_HOLE_6,G73,23.9,415.4,-4.048,111.8,12.65,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_3>GUN_DRILL_THROUGH_HOLE_3>DRILL_TO_ENLARGE_THROUGH_HOLE_6>DRILL_TO_ENLARGE_THROUGH_HOLE_7,3
featured_part_00839,30,DRILL_TO_ENLARGE_THROUGH_HOLE_7,G73,23.9,415.4,-9.161,111.8,23.792,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_3>GUN_DRILL_THROUGH_HOLE_3>DRILL_TO_ENLARGE_THROUGH_HOLE_6>DRILL_TO_ENLARGE_THROUGH_HOLE_7,4
featured_part_00839,31,DRILL_BLIND_HOLE_INTO_CENTER_4,G81,23.9,43.9,93.6,111.8,,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_4>DRILL_BLIND_HOLE_INTO_CENTER_4>GUN_DRILL_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_8>DRILL_TO_ENLARGE_THROUGH_HOLE_9,1
featured_part_00839,32,GUN_DRILL_THROUGH_HOLE_4,GUN,23.9,43.9,88.088,,,125.0,88.088,3,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_4>DRILL_BLIND_HOLE_INTO_CENTER_4>GUN_DRILL_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_8>DRILL_TO_ENLARGE_THROUGH_HOLE_9,2
featured_part_00839,33,DRILL_TO_ENLARGE_THROUGH_HOLE_8,G73,23.9,43.9,-4.048,111.8,12.65,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_4>DRILL_BLIND_HOLE_INTO_CENTER_4>GUN_DRILL_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_8>DRILL_TO_ENLARGE_THROUGH_HOLE_9,3
featured_part_00839,34,DRILL_TO_ENLARGE_THROUGH_HOLE_9,G73,23.9,43.9,-9.161,111.8,23.792,250.0,,,143.7,133.70000009999998,25.5,133.70000019999998,1,-1e-07,109.80000009999999,SPOT_DRILL_4>DRILL_BLIND_HOLE_INTO_CENTER_4>GUN_DRILL_THROUGH_HOLE_4>DRILL_TO_ENLARGE_THROUGH_HOLE_8>DRILL_TO_ENLARGE_THROUGH_HOLE_9,4
featured_part_00846,1,SPOT_DRILL,G81,225.7,107.8,138.0,144.0,,250.0,,,151.0,141.00000010000042,25.5,141.00000020000041,1,-1e-07,141.0000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_00846,2,SPOT_DRILL_1,G81,108.3,21.4,138.0,144.0,,250.0,,,151.0,141.00000010000042,28.5,141.00000020000041,1,-1e-07,141.0000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,0
featured_part_00846,3,SPOT_DRILL_2,G81,62.4,88.7,140.776,144.0,,250.0,,,151.0,141.00000010000042,5.2,51.90000020000042,0,89.0999999,141.0000001,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER_2,0
featured_part_00846,4,SPOT_DRILL_3,G81,75.0,51.8,140.557,144.0,,250.0,,,151.0,141.00000010000042,10.3,32.20000020000042,0,108.7999999,141.0000001,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_3,0
