part_id,num_operations,tool_changes,total_toolpath_time_min,total_cutting_time_min
featured_part_01750,7,3,23.8309,23.4856
featured_part_01751,16,10,18.7806,18.7445
featured_part_01752,9,3,10.1496,9.9974
featured_part_01753,5,3,318.2437,318.0433
featured_part_01754,6,3,59.2966,57.1719
featured_part_01755,18,13,61.6926,59.3466
featured_part_01756,7,5,22.3081,22.1656
featured_part_01757,13,10,58.4464,58.3614
featured_part_01758,9,8,21.0359,20.9593
featured_part_01760,6,4,39.142,39.0834
featured_part_01761,6,5,10.9636,10.7948
featured_part_01762,8,2,159.6169,153.6694
featured_part_01763,7,5,164.3991,157.8495
featured_part_01764,5,2,40.5741,38.4419
featured_part_01765,10,5,79.8131,79.7424
featured_part_01766,7,3,50.4157,50.351
featured_part_01767,14,9,57.7337,56.9327
featured_part_01768,16,9,85.0051,84.8976
featured_part_01769,9,3,17.2372,17.2167
featured_part_01770,15,12,82.5194,80.0529
featured_part_01771,8,5,48.728,48.4122
featured_part_01772,11,8,67.1927,65.9351
featured_part_01773,15,9,145.4097,145.296
featured_part_01774,15,9,45.1637,44.9674
featured_part_01775,19,13,54.6975,54.5858
featured_part_01776,19,15,31.9708,30.6899
featured_part_01777,14,11,71.7364,70.7847
featured_part_01778,16,13,108.9193,108.7825
featured_part_01779,13,3,60.7829,60.0566
featured_part_01780,7,3,21.941,21.8144
featured_part_01781,3,0,34.3496,34.3443
featured_part_01782,4,3,73.9818,71.7023
featured_part_01783,13,9,103.4425,102.8176
featured_part_01784,5,2,335.836,335.6456
featured_part_01785,10,6,112.9869,112.8493
featured_part_01786,11,7,29.8161,29.7757
featured_part_01787,9,4,218.6548,218.551
featured_part_01788,10,5,114.3114,114.1609
featured_part_01789,1,0,6.3102,6.31
featured_part_01790,8,3,48.466,48.3481
featured_part_01791,16,11,210.2102,209.3062
featured_part_01792,10,6,260.8519,257.3883
featured_part_01793,8,3,49.1614,49.0661
featured_part_01794,14,9,89.1234,89.0033
featured_part_01795,8,2,50.6946,49.9547
featured_part_01797,9,7,63.065,62.9319
featured_part_01798,7,5,18.9747,18.7943
featured_part_01800,11,6,37.7517,37.7087
featured_part_01801,13,9,36.6439,36.5472
featured_part_01802,6,3,74.2161,74.0902
featured_part_01803,12,4,148.1855,148.031
featured_part_01804,16,11,23.142,23.1068
featured_part_01805,3,2,34.4369,34.4066
featured_part_01807,2,1,11.7457,11.1542
featured_part_01811,14,10,108.4788,108.1858
featured_part_01812,8,5,29.3781,28.6829
featured_part_01813,2,0,12.4013,12.3993
featured_part_01815,11,8,46.4889,46.4197
featured_part_01816,8,4,98.2339,98.01
featured_part_01817,7,2,10.0355,9.9917
featured_part_01818,7,6,13.8476,13.7891
featured_part_01820,7,6,16.9922,16.9798
featured_part_01821,2,0,11.3385,11.3372
featured_part_01822,15,11,24.6406,24.3414
featured_part_01823,28,22,58.9513,57.6684
featured_part_01824,1,0,6.6793,6.6664
featured_part_01826,8,7,234.8297,230.6659
featured_part_01827,4,2,34.1093,34.0895
featured_part_01829,20,7,76.9211,74.3871
featured_part_01830,9,2,20.3667,20.1927
featured_part_01831,11,7,84.6204,84.528
featured_part_01832,8,5,53.7812,53.6848
featured_part_01833,6,3,49.9318,49.8332
featured_part_01834,8,3,56.4946,56.4046
featured_part_01835,8,7,37.0103,36.9694
featured_part_01836,12,3,71.0166,70.9326
featured_part_01837,12,5,148.5079,148.111
featured_part_01838,6,4,31.6708,31.6596
featured_part_01839,10,5,34.2285,34.19
featured_part_01840,4,2,80.1214,80.025
featured_part_01841,13,8,45.1516,44.1842
featured_part_01842,10,7,105.7428,102.2322
featured_part_01843,18,14,129.0136,128.8595
featured_part_01844,12,8,68.3422,68.2469
featured_part_01845,15,5,36.2597,35.5808
featured_part_01846,3,1,35.8352,35.7984
featured_part_01847,19,14,34.1701,34.1273
featured_part_01848,9,2,30.3113,30.2963
featured_part_01849,6,4,113.9249,113.8086
featured_part_01851,2,0,32.027,32.0221
featured_part_01853,6,5,101.4757,101.3712
featured_part_01855,17,14,42.9316,41.887
featured_part_01856,3,2,26.9007,26.8334
featured_part_01857,17,11,39.0102,38.801
featured_part_01858,4,3,10.8669,10.842
featured_part_01859,3,1,37.9867,37.9219
featured_part_01860,6,4,269.6709,266.4836
featured_part_01861,14,10,412.2267,411.9206
featured_part_01862,9,6,59.6493,57.7041
featured_part_01863,7,5,327.2343,324.1887
featured_part_01865,12,5,99.1157,98.8409
featured_part_01866,7,4,94.0811,93.9435
featured_part_01867,12,6,111.7114,110.8785
featured_part_01868,9,3,95.2479,94.6569
featured_part_01869,12,3,20.4479,20.4026
featured_part_01871,10,5,22.3501,22.2881
featured_part_01872,6,4,21.9418,21.908
featured_part_01873,2,1,14.2221,14.2081
featured_part_01874,17,13,60.1132,57.8141
featured_part_01875,21,16,97.3804,95.9958
featured_part_01876,16,11,49.6909,49.6453
featured_part_01877,7,5,69.231,69.1098
featured_part_01878,9,7,82.203,82.1356
featured_part_01879,6,3,44.4,43.5167
featured_part_01880,7,5,78.2543,78.0835
featured_part_01881,11,8,50.3335,50.3157
featured_part_01882,10,8,93.1616,93.0302
featured_part_01884,1,0,8.7533,8.7163
featured_part_01885,9,8,28.0072,27.9212
featured_part_01886,5,3,28.7437,28.7241
featured_part_01887,10,2,27.6538,27.6387
featured_part_01888,11,7,30.0848,30.068
featured_part_01890,4,2,153.2566,146.2908
featured_part_01891,15,6,167.4162,165.0771
featured_part_01892,5,4,22.7279,22.6541
featured_part_01895,3,2,117.4975,117.3762
featured_part_01896,9,4,11.1491,11.1123
featured_part_01897,1,0,18.6407,18.6402
featured_part_01899,6,2,58.6209,58.5337
featured_part_01901,13,2,2.312,2.2651
featured_part_01903,14,9,66.7826,66.717
featured_part_01904,9,7,23.9338,23.8228
featured_part_01905,13,9,56.6897,56.6639
featured_part_01906,11,7,28.4703,28.4407
featured_part_01907,1,0,0.3575,0.3559
featured_part_01908,11,4,50.3427,50.2854
featured_part_01909,2,0,22.5461,22.5425
featured_part_01910,3,2,18.3549,18.3073
featured_part_01911,5,3,177.2278,177.0183
featured_part_01913,5,1,11.3177,11.2323
featured_part_01914,6,1,34.565,34.5571
featured_part_01915,8,5,93.9202,92.0683
featured_part_01916,7,5,10.6257,10.5929
featured_part_01917,18,13,21.775,21.7449
featured_part_01918,5,4,71.283,71.1198
featured_part_01920,15,11,92.4848,90.955
featured_part_01922,10,6,76.8849,76.8261
featured_part_01923,5,4,1.902,1.8836
featured_part_01924,9,2,30.0505,29.9574
featured_part_01925,14,10,46.8609,46.0817
featured_part_01926,10,3,63.51,63.4533
featured_part_01927,9,6,57.0892,56.5313
featured_part_01928,10,8,42.6566,42.5957
featured_part_01929,9,4,51.3285,51.1921
featured_part_01931,14,2,13.571,13.3439
featured_part_01932,16,12,147.2924,147.0902
featured_part_01933,8,2,40.082,40.0424
featured_part_01934,11,8,109.3683,107.8371
featured_part_01935,7,3,40.8971,40.8677
featured_part_01936,7,2,40.1033,40.0683
featured_part_01937,16,13,48.0202,47.921
featured_part_01938,6,4,94.3506,94.2586
featured_part_01940,3,2,15.9172,15.8496
featured_part_01941,17,9,240.7948,238.3603
featured_part_01942,7,2,49.6337,49.5624
featured_part_01943,6,3,131.8138,130.5022
featured_part_01944,11,7,41.8879,41.8129
featured_part_01945,4,3,32.4027,32.3604
featured_part_01946,3,2,24.2208,23.9451
featured_part_01947,2,1,15.7968,15.7646
featured_part_01948,14,9,70.7566,70.6241
featured_part_01949,6,5,164.573,162.8642
featured_part_01952,15,3,63.6962,62.8375
featured_part_01953,12,8,4.4298,4.3111
featured_part_01954,10,7,143.9696,139.8312
featured_part_01956,7,2,223.026,222.9128
featured_part_01957,10,3,53.6396,53.5563
featured_part_01958,5,2,118.3025,114.6487
featured_part_01961,4,1,24.966,24.8315
featured_part_01962,12,6,101.5141,100.3024
featured_part_01963,10,4,60.9602,60.8243
featured_part_01964,9,7,24.9168,24.8527
featured_part_01966,5,1,76.1586,76.0894
featured_part_01967,2,1,6.4898,6.333
featured_part_01968,14,7,24.1178,24.0412
featured_part_01970,9,6,13.174,13.1569
featured_part_01971,11,2,54.937,54.8851
featured_part_01972,4,3,40.0088,39.554
featured_part_01973,5,1,17.2828,17.2612
featured_part_01974,12,8,173.1211,173.0065
featured_part_01975,17,11,133.715,133.616
featured_part_01976,2,0,44.5195,44.5174
featured_part_01977,18,11,35.8759,35.7638
featured_part_01979,1,0,0.1428,0.1412
featured_part_01980,7,6,230.2279,228.4539
featured_part_01981,9,3,54.1436,54.0877
featured_part_01982,9,5,49.1562,48.0142
featured_part_01983,4,3,9.0613,9.0384
featured_part_01984,6,2,91.7969,91.7039
featured_part_01985,12,9,40.9,40.8456
featured_part_01986,16,9,23.593,23.1379
featured_part_01987,6,3,40.5867,40.5505
featured_part_01989,10,8,59.2124,56.8518
featured_part_01990,16,11,50.1496,50.0606
featured_part_01991,10,7,29.3404,29.1927
featured_part_01992,15,12,5.636,5.6108
featured_part_01994,8,4,92.5351,88.5997
featured_part_01996,6,1,28.6198,28.5839
featured_part_01997,7,5,30.6049,30.5535
featured_part_01998,5,3,48.7645,48.6976
featured_part_01999,22,16,40.4321,39.9874
featured_part_02000,21,15,101.3599,101.2162
featured_part_02001,7,4,27.061,26.9949
featured_part_02003,9,2,35.8947,33.9903
featured_part_02004,7,6,48.3577,46.2185
featured_part_02005,23,16,56.1966,55.9864
featured_part_02006,10,8,54.9929,52.331
featured_part_02007,8,4,52.5315,52.4471
featured_part_02008,13,9,48.9395,48.8167
featured_part_02009,9,5,58.6623,58.5895
featured_part_02010,2,1,38.9864,38.9433
featured_part_02011,4,2,28.7649,28.7369
featured_part_02012,4,2,1.7188,1.7006
featured_part_02013,5,1,194.3608,194.2254
featured_part_02014,10,6,60.7725,59.1694
featured_part_02015,12,7,61.4356,61.3171
featured_part_02016,10,7,69.3435,66.4485
featured_part_02017,18,10,55.3374,55.2172
featured_part_02018,9,5,19.2414,19.1831
featured_part_02019,5,2,63.6372,63.5807
featured_part_02020,4,2,26.1379,24.9271
featured_part_02022,4,1,47.1058,47.0678
featured_part_02023,10,6,31.3177,30.7148
featured_part_02024,4,2,20.5711,20.5445
featured_part_02025,20,5,34.6469,34.5785
featured_part_02026,3,0,32.8374,32.8333
featured_part_02027,7,4,57.4649,57.413
featured_part_02029,6,3,27.6384,27.5836
featured_part_02030,17,13,76.9068,75.293
featured_part_02031,3,2,181.1827,181.0284
featured_part_02033,2,1,42.409,42.376
featured_part_02034,6,5,61.705,61.5985
featured_part_02035,11,6,35.7095,35.0043
featured_part_02036,9,6,50.6732,48.7247
featured_part_02038,12,9,44.7477,44.1109
featured_part_02039,1,0,11.6805,11.6787
featured_part_02040,6,4,1.3885,1.3793
featured_part_02041,18,14,110.8004,108.7079
featured_part_02042,11,8,36.3863,36.3423
featured_part_02043,10,8,6.809,6.6851
featured_part_02045,9,7,42.7983,41.5774
featured_part_02046,7,4,49.9019,48.0178
featured_part_02047,4,2,109.9304,105.8565
featured_part_02048,12,9,3.3402,3.3143
featured_part_02049,2,1,25.7193,25.7044
featured_part_02050,5,2,60.1555,58.9506
featured_part_02051,14,4,37.6433,37.5597
featured_part_02052,3,2,9.3892,9.3523
featured_part_02053,6,4,12.7206,12.5491
featured_part_02054,6,5,81.279,81.1421
featured_part_02056,12,9,3.157,3.1402
featured_part_02059,5,2,24.293,24.2608
featured_part_02060,3,1,14.9033,14.8716
featured_part_02061,14,8,62.7023,61.7976
featured_part_02063,21,13,106.4771,106.2169
featured_part_02064,5,3,85.6815,83.482
featured_part_02065,8,4,63.6914,63.6356
featured_part_02066,4,2,21.2089,20.9264
featured_part_02067,3,2,43.5643,42.4492
featured_part_02068,4,1,35.5816,35.5495
featured_part_02069,3,1,37.1848,35.8305
featured_part_02070,6,3,35.2101,35.018
featured_part_02072,5,3,18.774,18.3479
featured_part_02073,7,2,62.2894,62.2393
featured_part_02074,19,9,47.4573,47.3158
featured_part_02075,13,11,165.4789,164.6332
featured_part_02076,7,4,17.0232,16.991
featured_part_02077,6,4,47.6745,46.0571
featured_part_02079,2,1,3.3228,3.3212
featured_part_02080,7,5,53.4473,51.9005
featured_part_02081,17,10,46.0661,45.6977
featured_part_02082,10,3,32.2529,32.2166
featured_part_02083,20,15,19.702,19.6275
featured_part_02084,13,9,14.2369,14.214
featured_part_02085,3,0,47.3794,47.3742
featured_part_02088,5,3,32.6884,32.6801
featured_part_02089,8,6,23.932,23.8918
featured_part_02090,7,4,64.9173,64.7919
featured_part_02091,2,1,106.8148,106.7363
featured_part_02092,15,10,43.6284,43.5435
featured_part_02093,5,3,275.7211,275.4338
featured_part_02094,15,4,38.1257,37.8539
featured_part_02095,9,4,50.683,50.5797
featured_part_02096,2,1,12.9086,12.8897
featured_part_02097,32,26,52.9009,51.3018
featured_part_02098,14,5,45.5179,45.4143
featured_part_02099,7,4,93.5332,90.7684
featured_part_02100,10,5,102.201,100.457
featured_part_02101,21,12,6.6238,6.4356
featured_part_02103,10,7,13.8795,13.7566
featured_part_02104,15,10,22.0433,22.0223
featured_part_02105,2,1,68.065,68.0207
featured_part_02106,8,6,19.8497,19.7269
featured_part_02107,11,8,33.0985,32.2702
featured_part_02108,7,6,23.6285,23.6159
featured_part_02109,15,10,105.5773,105.0058
featured_part_02110,10,7,57.5601,57.3532
featured_part_02111,8,6,95.504,91.3062
featured_part_02114,5,1,50.4981,49.991
featured_part_02115,12,6,26.0273,25.9824
featured_part_02116,8,2,22.4382,21.6455
featured_part_02118,4,3,29.4959,29.446
featured_part_02119,21,15,42.1391,42.0074
featured_part_02120,4,2,45.3046,44.8141
featured_part_02121,5,1,45.0846,43.9716
featured_part_02122,5,2,87.6676,87.5103
featured_part_02123,9,8,129.575,129.39
featured_part_02124,15,11,154.793,149.5994
featured_part_02125,19,15,112.7062,111.0213
featured_part_02126,6,5,168.6159,165.7455
featured_part_02127,3,2,28.9366,28.904
featured_part_02128,12,9,43.5846,43.4899
featured_part_02129,5,3,76.3093,74.9066
featured_part_02130,9,1,58.5705,57.7972
featured_part_02131,15,9,37.0762,36.9952
featured_part_02133,6,4,19.4768,18.9582
featured_part_02135,6,1,38.3101,37.7374
featured_part_02136,17,10,87.5006,87.0245
featured_part_02138,15,9,85.8698,83.9709
featured_part_02140,7,3,83.2562,82.7319
featured_part_02141,3,1,29.5982,28.9543
featured_part_02142,15,10,59.3051,56.7072
featured_part_02143,9,6,34.361,34.3168
featured_part_02144,16,8,39.8518,39.8295
featured_part_02145,4,1,40.8563,40.8035
featured_part_02146,7,4,23.7435,23.1106
featured_part_02147,6,1,43.9855,43.9322
featured_part_02148,18,13,49.9921,49.5639
featured_part_02149,5,1,72.4039,70.1013
featured_part_02150,4,1,37.7248,37.6517
featured_part_02151,5,3,23.0988,23.0863
featured_part_02152,4,2,218.8225,218.5919
featured_part_02154,8,4,110.031,109.9474
featured_part_02155,6,4,86.1464,85.6743
featured_part_02158,16,11,62.4847,62.3577
featured_part_02159,5,3,150.6487,145.8286
featured_part_02160,5,1,27.6661,27.6478
featured_part_02161,7,3,74.0768,72.2289
featured_part_02162,5,4,24.4608,24.4188
featured_part_02164,4,2,5.7173,5.6857
featured_part_02165,2,0,17.1124,17.1105
featured_part_02166,6,3,199.1677,198.9483
featured_part_02167,13,9,57.0148,56.96
featured_part_02168,6,4,30.8221,30.7959
featured_part_02169,12,7,126.4757,125.509
featured_part_02170,8,4,31.5835,31.0742
featured_part_02171,6,3,26.4394,26.4069
featured_part_02172,12,8,142.1516,142.0458
featured_part_02173,1,0,6.732,6.345
featured_part_02175,7,3,15.8999,15.4129
featured_part_02176,14,10,115.8397,115.7809
featured_part_02177,6,4,38.6331,38.5315
featured_part_02179,4,2,67.9427,67.8752
featured_part_02180,10,9,59.1717,58.8868
featured_part_02181,14,3,80.3518,79.9192
featured_part_02182,5,3,10.7396,10.675
featured_part_02184,18,11,32.0648,31.9433
featured_part_02185,5,4,15.2849,15.2769
featured_part_02186,11,7,37.9485,37.7359
featured_part_02187,9,4,160.9158,157.5399
featured_part_02188,14,9,218.374,218.0087
featured_part_02189,10,7,94.7406,94.0233
featured_part_02190,13,7,16.9905,16.943
featured_part_02191,14,10,34.3326,34.2528
featured_part_02193,5,4,19.0371,18.9803
featured_part_02194,5,2,20.1992,20.191
featured_part_02195,7,1,20.0655,20.0554
featured_part_02196,3,1,15.2376,15.1807
featured_part_02197,17,9,111.9642,111.881
featured_part_02200,13,9,19.2892,19.2212
featured_part_02201,7,4,56.9806,54.7254
featured_part_02202,8,5,30.4602,30.4219
featured_part_02203,6,4,34.3137,34.2618
featured_part_02204,11,2,20.4825,20.2397
featured_part_02205,12,6,48.4318,47.5044
featured_part_02206,8,5,46.9094,45.7079
featured_part_02207,23,18,35.6411,35.5723
featured_part_02209,3,1,41.1352,41.109
featured_part_02210,16,4,121.9823,121.7383
featured_part_02211,9,7,36.0578,35.8712
featured_part_02212,8,2,68.9337,66.1472
featured_part_02213,7,1,43.6839,43.0278
featured_part_02214,11,6,137.542,137.3748
featured_part_02215,4,3,26.0703,25.6727
featured_part_02216,8,2,98.8052,97.7401
featured_part_02217,7,2,13.9116,13.8675
featured_part_02218,5,2,37.5554,37.5115
featured_part_02219,4,2,50.1821,50.1404
featured_part_02220,12,5,52.6431,51.3434
featured_part_02221,6,3,88.7356,87.1108
featured_part_02222,12,8,38.2403,37.7169
featured_part_02223,13,9,76.8424,74.7616
featured_part_02224,9,7,17.4065,17.3829
featured_part_02225,6,1,3.9528,3.9099
featured_part_02226,8,7,50.1245,50.0385
featured_part_02227,10,4,40.2675,40.1982
featured_part_02228,8,4,24.8494,24.8038
featured_part_02229,9,3,69.6979,68.9447
featured_part_02230,4,2,75.3661,75.2693
featured_part_02231,14,8,63.9495,63.5193
featured_part_02232,3,1,44.3881,44.317
featured_part_02233,1,0,11.9907,11.9656
featured_part_02234,9,4,56.799,56.7494
featured_part_02235,3,2,1.4305,1.4207
featured_part_02236,11,3,90.8786,90.5609
featured_part_02239,5,4,10.1778,10.1696
featured_part_02240,7,5,35.6179,35.5512
featured_part_02241,19,16,151.1459,150.8473
featured_part_02242,2,1,72.1081,72.0159
featured_part_02243,8,5,47.1822,47.0601
featured_part_02244,10,8,2.7751,2.7609
featured_part_02246,13,8,47.255,46.6008
featured_part_02247,5,2,119.5918,114.9785
featured_part_02248,4,3,12.5201,12.3706
featured_part_02250,12,7,90.8776,90.638
featured_part_02252,5,3,11.6316,11.625
featured_part_02255,11,7,42.5012,42.0875
featured_part_02256,3,1,29.5501,29.5328
featured_part_02257,4,2,21.5347,21.4411
featured_part_02258,3,2,11.0288,10.9799
featured_part_02259,9,7,16.3412,16.2924
featured_part_02261,6,4,69.9873,69.8735
featured_part_02262,9,8,176.7313,176.5012
featured_part_02263,12,5,148.6469,147.1275
featured_part_02264,4,2,45.3829,43.9132
featured_part_02266,7,5,156.4913,156.343
featured_part_02267,10,7,157.9195,157.3957
featured_part_02268,6,4,95.2836,94.3316
featured_part_02269,4,2,79.1922,76.9219
featured_part_02270,13,10,15.7748,15.72
featured_part_02271,15,12,9.0611,9.0137
featured_part_02272,2,0,19.5528,19.5507
featured_part_02273,6,1,9.6465,9.2214
featured_part_02275,8,6,102.4933,101.901
featured_part_02276,20,9,121.8489,121.514
featured_part_02277,8,3,135.3674,130.6417
featured_part_02278,4,1,27.4779,27.2802
featured_part_02279,9,7,16.0363,16.0002
featured_part_02280,16,12,35.447,34.8436
featured_part_02281,21,13,222.2162,214.9986
featured_part_02282,13,8,29.3549,29.2941
featured_part_02283,23,17,44.1593,44.0189
featured_part_02284,2,0,6.8809,6.6602
featured_part_02285,9,4,3.9002,3.8662
featured_part_02286,6,3,30.1678,29.6852
featured_part_02287,12,8,216.8407,211.893
featured_part_02288,6,3,94.2599,92.2779
featured_part_02289,4,2,24.9108,24.5324
featured_part_02290,7,5,13.4414,13.4165
featured_part_02291,11,6,68.176,66.933
featured_part_02292,5,1,6.1375,6.1326
featured_part_02293,14,11,64.0727,63.9933
featured_part_02294,9,5,18.0554,17.9998
featured_part_02295,2,1,2.3708,2.3611
featured_part_02296,6,2,159.221,159.0775
featured_part_02298,7,4,27.0011,25.651
featured_part_02299,9,7,18.1417,18.0842
featured_part_02300,10,8,22.8053,22.7852
featured_part_02301,16,7,52.0773,51.1914
featured_part_02302,6,3,72.0402,71.5288
featured_part_02303,8,5,60.7759,60.7001
featured_part_02304,13,8,75.8656,75.1105
featured_part_02305,20,11,93.5074,93.3724
featured_part_02306,8,2,85.7502,85.501
featured_part_02308,11,7,112.5385,110.8465
featured_part_02309,11,7,36.6158,36.5893
featured_part_02311,15,10,80.2643,80.0947
featured_part_02312,19,13,40.7264,40.6934
featured_part_02313,3,2,59.1925,58.6139
featured_part_02314,11,5,24.6809,24.626
featured_part_02315,4,3,102.8159,100.306
featured_part_02316,14,7,26.4341,26.273
featured_part_02317,11,7,13.9965,13.9358
featured_part_02318,28,21,39.5896,39.5412
featured_part_02319,13,5,76.0416,75.9316
featured_part_02320,5,3,35.5002,35.4208
featured_part_02321,18,10,16.2223,16.1865
featured_part_02322,4,2,41.7182,41.6337
featured_part_02323,1,0,9.0784,9.078
featured_part_02324,8,6,23.6775,23.6307
featured_part_02325,5,4,21.4764,21.3964
featured_part_02326,8,3,75.4505,73.012
featured_part_02327,35,25,329.4497,329.078
featured_part_02328,14,8,78.5036,78.3908
featured_part_02329,3,0,0.3928,0.388
featured_part_02331,8,5,166.0084,160.0396
featured_part_02332,4,2,64.635,64.5709
featured_part_02335,18,11,160.1458,158.3411
featured_part_02336,7,3,121.2333,121.0959
featured_part_02337,5,3,32.9887,32.9157
featured_part_02338,13,9,41.6169,41.4025
featured_part_02339,2,1,76.3209,74.0805
featured_part_02340,10,4,187.4444,187.3397
featured_part_02341,16,8,87.6675,87.5518
featured_part_02342,13,7,66.7718,66.6402
featured_part_02343,11,4,25.4787,25.4155
featured_part_02344,5,3,1.2143,1.2067
featured_part_02345,7,3,67.2166,67.1948
featured_part_02346,4,1,30.3675,30.3628
featured_part_02347,9,6,48.4787,47.2137
featured_part_02348,3,1,14.561,14.4565
featured_part_02349,3,1,112.8085,109.6889
featured_part_02350,5,4,53.9963,52.6798
featured_part_02351,6,2,40.683,40.1381
featured_part_02352,8,4,52.5854,51.4052
featured_part_02353,7,2,25.0134,24.7375
featured_part_02354,10,8,33.8473,33.7345
featured_part_02355,10,7,59.5396,58.7133
featured_part_02356,11,3,110.3751,110.3001
featured_part_02357,5,2,115.8804,115.7823
featured_part_02358,16,8,80.6522,79.653
featured_part_02359,5,4,13.2672,13.2245
featured_part_02361,16,12,55.4274,55.3983
featured_part_02362,22,14,64.4721,64.3907
featured_part_02363,7,3,38.6189,37.3947
featured_part_02364,15,7,39.4652,39.423
featured_part_02365,4,3,22.2432,22.1891
featured_part_02367,11,5,68.8166,68.7155
featured_part_02368,13,9,76.608,76.3553
featured_part_02369,14,11,53.9274,53.8279
featured_part_02370,5,2,38.4034,38.3407
featured_part_02371,16,5,139.1784,137.7751
featured_part_02372,2,1,35.2524,33.7638
featured_part_02374,26,18,234.3386,232.9057
featured_part_02375,7,3,35.1799,34.6961
featured_part_02376,1,0,3.7289,3.7165
featured_part_02377,10,8,42.927,42.8435
featured_part_02379,17,5,70.4722,69.5808
featured_part_02380,11,7,220.5833,214.9652
featured_part_02381,7,1,35.6652,35.6536
featured_part_02382,3,2,26.5275,26.4706
featured_part_02383,13,5,25.67,25.5988
featured_part_02384,6,1,45.7445,45.709
featured_part_02385,16,13,185.0421,184.831
featured_part_02386,7,5,154.0701,153.5821
featured_part_02388,6,5,9.138,9.1012
featured_part_02389,4,3,10.2711,9.9564
featured_part_02390,6,3,300.4106,300.2065
featured_part_02391,8,3,112.7893,112.6921
featured_part_02393,2,1,61.9722,61.9347
featured_part_02394,13,6,21.6358,21.5984
featured_part_02395,24,17,52.6939,52.0089
featured_part_02396,2,1,28.8205,28.7691
featured_part_02397,6,2,16.4681,16.4248
featured_part_02398,10,8,31.2476,31.1871
featured_part_02399,6,3,169.1721,168.9938
featured_part_02401,14,5,64.0316,63.9163
featured_part_02402,4,0,39.8808,39.8757
featured_part_02403,7,2,22.8435,22.8055
featured_part_02404,5,3,58.1421,58.0633
featured_part_02406,11,7,26.9062,26.8172
featured_part_02407,3,2,38.6566,38.6051
featured_part_02408,5,1,9.3226,8.8684
featured_part_02409,10,7,42.7893,42.6601
featured_part_02410,18,15,6.2031,6.1612
featured_part_02411,5,2,43.6114,43.5429
featured_part_02412,11,8,22.4974,22.4463
featured_part_02413,6,5,79.4826,75.861
featured_part_02414,16,13,17.2632,17.2348
featured_part_02415,6,5,83.2397,83.1356
featured_part_02416,11,10,94.762,94.6838
featured_part_02417,1,0,10.4867,10.473
featured_part_02418,24,18,24.1063,24.0611
featured_part_02419,6,4,46.2834,46.1921
featured_part_02421,8,6,15.2797,15.2673
featured_part_02422,4,2,47.1865,47.1125
featured_part_02423,7,3,22.9571,22.9337
featured_part_02424,12,4,39.6878,39.1651
featured_part_02425,14,10,186.0064,185.8334
featured_part_02426,3,2,20.9849,20.9625
featured_part_02427,10,5,247.9061,247.695
featured_part_02428,7,2,53.8604,52.1749
featured_part_02429,11,8,32.9298,32.8577
featured_part_02430,16,12,71.7713,70.993
featured_part_02431,14,10,88.9358,88.6489
featured_part_02432,13,9,38.3294,38.0486
featured_part_02433,7,5,55.4431,55.3312
featured_part_02434,8,5,275.5968,269.4746
featured_part_02435,11,8,200.7658,200.5141
featured_part_02436,12,10,36.2369,36.1857
featured_part_02437,4,3,0.9535,0.9473
featured_part_02438,5,2,67.9629,67.9137
featured_part_02439,10,5,49.818,48.7007
featured_part_02440,12,6,102.0783,101.9399
featured_part_02441,15,8,62.8545,61.6175
featured_part_02442,6,4,23.0768,23.0565
featured_part_02443,10,7,9.8645,9.8319
featured_part_02444,11,2,70.5398,70.4347
featured_part_02445,23,16,67.1069,66.8875
featured_part_02447,11,6,53.1573,51.1072
featured_part_02448,11,4,203.4532,203.2221
featured_part_02449,1,0,1.7816,1.7811
featured_part_02451,23,16,44.2043,44.1077
featured_part_02452,25,16,53.2071,53.045
featured_part_02453,12,5,42.7132,42.6203
featured_part_02454,9,8,112.9165,112.7904
featured_part_02455,5,3,16.9235,16.8357
featured_part_02457,2,1,60.0012,59.9242
featured_part_02458,10,8,11.0233,10.4376
featured_part_02459,13,4,28.7791,28.7388
featured_part_02460,8,6,31.6103,31.564
featured_part_02461,13,5,74.7894,72.5977
featured_part_02462,3,1,23.1523,23.139
featured_part_02463,11,6,43.0664,43.0005
featured_part_02464,1,0,8.7168,8.7018
featured_part_02465,7,5,160.7621,159.6697
featured_part_02466,12,9,48.8244,46.4683
featured_part_02468,10,7,52.5565,52.5091
featured_part_02469,14,8,32.7363,32.6937
featured_part_02470,8,6,49.3213,48.4701
featured_part_02471,5,3,52.2802,50.0971
featured_part_02472,9,6,45.4394,45.4075
featured_part_02473,5,2,32.8918,32.8381
featured_part_02474,17,13,96.6979,93.3647
featured_part_02475,16,8,98.907,98.7134
featured_part_02476,17,14,288.2087,287.3222
featured_part_02477,14,9,59.3567,58.6033
featured_part_02478,7,3,48.2135,48.19
featured_part_02479,7,5,25.5101,25.4507
featured_part_02480,12,8,78.1934,78.0158
featured_part_02482,6,1,70.2111,69.0634
featured_part_02483,6,5,19.3731,19.3639
featured_part_02484,7,4,67.2757,67.1618
featured_part_02485,7,3,27.5355,27.5011
featured_part_02486,9,6,51.4144,51.3331
featured_part_02487,5,2,72.7657,72.7538
featured_part_02488,4,3,43.3951,41.3799
featured_part_02489,3,2,40.3584,38.4373
featured_part_02490,7,3,104.9869,101.5572
featured_part_02491,6,5,6.5058,6.4968
